Recipient,Activity name,Award amount,Award date,Decision Month,Decision quarter,ACE Area,Local authority,Main discipline,Strand,Time-Limited Priority
Stephen Messam,Architect of Ruins,"£15,000",18-Nov-20,November,Q3,North,County Durham,Visual arts,"£15,000 and below",
JULIE NOBLE,Write It Out - Writing to Support Domestic Abuse Victims.,"£9,972",18-Nov-20,November,Q3,North,Scarborough,Literature,"£15,000 and below",
Brixton Chamber Orchestra,Outdoor Christmas Tour,"£11,000",18-Nov-20,November,Q3,London,Lambeth,Music,"£15,000 and below",
HurlyBurly,Covid-19 development plan,"£14,281",18-Nov-20,November,Q3,South East,Brighton and Hove,Theatre,"£15,000 and below",
Sue MacLaine,The Untethered Joke 100%,"£14,490",18-Nov-20,November,Q3,South East,Brighton and Hove,Theatre,"£15,000 and below",
Sabina Desir,Freedom Road Project,"£14,903",18-Nov-20,November,Q3,South East,Thanet,Not discipline specific,"£15,000 and below",
Sole Rebel Tap,R&D 2020,"£15,000",18-Nov-20,November,Q3,North,Liverpool,Dance,"£15,000 and below",
James Monaghan,GO NASTY R&D & live art performance exploring digital intimacy & reaching new online audiences,"£13,866",18-Nov-20,November,Q3,North,Manchester,Theatre,"£15,000 and below",
Steve Pretty,Origin of the Pieces/Remote Connections,"£4,250",18-Nov-20,November,Q3,London,Hackney,Music,"£15,000 and below",
John Last,I AM HERE,"£9,850",18-Nov-20,November,Q3,London,Barnet,Theatre,"£15,000 and below",
Marcelo Dos Santos Pereira,STRANGER - New play + R&D,"£9,935",18-Nov-20,November,Q3,London,Southwark,Theatre,"£15,000 and below",
Bernie Grant Centre Partnership,Tottenham Literature Festival 2020 - resubmission,"£12,755",18-Nov-20,November,Q3,London,Haringey,Literature,"£15,000 and below",
Cre8ing Vision Ltd,Ultimate Reboot,"£39,000",19-Nov-20,November,Q3,London,Camden,Music,"National activity £100,000 and below",
Sam Parker,Write Up! 2021,"£14,600",19-Nov-20,November,Q3,South West,Plymouth,Theatre,"£15,000 and below",
matthew gurney,Adapt:   A Deaf perspective on adapting a novel for the stage,"£36,850",19-Nov-20,November,Q3,South East,Oxford,Theatre,"National activity £100,000 and below",
Joyful Noise Limited,2021 application 2 Oct 2020 BACK TO LIVE PROJECT,"£40,000",19-Nov-20,November,Q3,London,Brent,Music,"National activity £100,000 and below",
Whalley Range All Stars,Godzillatown II,"£28,661",19-Nov-20,November,Q3,North,Bury,Combined arts,"National activity £100,000 and below",
Jazlyn Pinckney,BAC & LIVR Immersive Artist Development project,"£88,001",19-Nov-20,November,Q3,South West,"Bristol, City of",Combined arts,"National activity £100,000 and below",
"University of Exeter - Innovation, Impact & Business",Exeter UNESCO City of Literature 21-22,"£99,450",24-Nov-20,November,Q3,South West,Exeter,Literature,"Above £15,000",
Coppice Theatre,Researching & developing a portfolio of future works 3,"£31,400",24-Nov-20,November,Q3,South West,Cornwall,Theatre,"Above £15,000",
Ioannis Baltagiannis,Ekdysis,"£14,358",25-Nov-20,November,Q3,London,Hackney,Combined arts,"£15,000 and below",
Ffion Jones,Golden Flowers for Little Dragon - supporting siblings of children with life limiting illnesses,"£6,400",25-Nov-20,November,Q3,Midlands,Swansea,Literature,"£15,000 and below",
Leila Rasheed,Megaphone Writer Development Scheme,"£26,951",25-Nov-20,November,Q3,Midlands,Birmingham,Literature,"Above £15,000",
Makers of Imaginary Worlds,Thingamabobas,"£49,659",25-Nov-20,November,Q3,Midlands,Broxtowe,Combined arts,"Above £15,000",
Acoustic Nations Ltd,MUSE: Networking Lincolnshire’s Musicians and Associated Creatives,"£14,619",25-Nov-20,November,Q3,Midlands,Lincoln,Music,"£15,000 and below",
HER DAY OPERA,HER DAY,"£23,744",25-Nov-20,November,Q3,Midlands,Coventry,Music,"Above £15,000",
Deborah Baddoo,Coleridge Uncovered (working title),"£14,975",25-Nov-20,November,Q3,South West,Somerset West and Taunton,Dance,"£15,000 and below",
Shay Barclay,Don't Lose Touch,"£10,322",25-Nov-20,November,Q3,London,Wandsworth,Dance,"£15,000 and below",
Tennesa Young,PREE ARTS FESTIVAL,"£19,000",25-Nov-20,November,Q3,Midlands,Birmingham,Theatre,"£15,000 and below",
Bitter Lemon Press,Two novels in 2021,"£14,100",25-Nov-20,November,Q3,London,Islington,Literature,"£15,000 and below",
Katie Mitchell,Katie Mitchell R&D - Online/Live Performance & Workshops,"£14,876",25-Nov-20,November,Q3,Midlands,Nottingham,Theatre,"£15,000 and below",
Artists4Artists,Artists 4 Artists Spring 2021 - Developing the Hip Hop community digitally,"£15,000",25-Nov-20,November,Q3,London,Redbridge,Dance,"£15,000 and below",
The Sixteen Trust,The Sixteen Trust: If you can see it you can be it,"£15,407",25-Nov-20,November,Q3,London,Hackney,Not discipline specific,"£15,000 and below",
RACHEL LEONARD,Dinosaurs and all that Rubbish R&D Phase 1 & 2,"£14,983",25-Nov-20,November,Q3,London,Islington,Theatre,"£15,000 and below",
Bon Volks CIC,Creating a Flexible Space,"£14,976",25-Nov-20,November,Q3,South East,Thanet,Visual arts,"£15,000 and below",
cabinet of living cinema,#100years Tour,"£14,595",25-Nov-20,November,Q3,South West,"Bournemouth, Christchurch and Poole",Combined arts,"£15,000 and below",
The Mono Box,THE MONO BOX RESET THE STAGE,"£33,324",25-Nov-20,November,Q3,Midlands,Wychavon,Theatre,"Above £15,000",
Chalk Line Theatre,The Nobodies Redevelopment,"£8,200",25-Nov-20,November,Q3,South East,Luton,Theatre,"£15,000 and below",
Green Note,'Cool Women' - Celebrating Frontwomen In Music,"£14,286",25-Nov-20,November,Q3,London,Camden,Music,Grassroots Music,
Rebecca Nash,Redefining Element 78 Revisited.,"£14,850",25-Nov-20,November,Q3,Midlands,Birmingham,Music,"£15,000 and below",
Pakiki Theatre,The Big Herts Hero Hunt,"£4,966",25-Nov-20,November,Q3,London,Bromley,Theatre,"£15,000 and below",
Sally-Anne Lomas,Live Like Your Head's On Fire,"£13,500",25-Nov-20,November,Q3,South East,South Norfolk,Literature,"£15,000 and below",
Charlotte Champneys,As the Summer Album Marketing and Promotion,"£5,842",25-Nov-20,November,Q3,Midlands,Birmingham,Music,"£15,000 and below",
Joanne Nacar,Animal & Environment - Art Production,"£14,500",25-Nov-20,November,Q3,Midlands,North Kesteven,Visual arts,"£15,000 and below",
Lulu Quinn,And the choir sang out of time,"£14,900",25-Nov-20,November,Q3,South West,Somerset West and Taunton,Music,"£15,000 and below",
nwlivearts,As I  Have Seen It,"£14,985",25-Nov-20,November,Q3,London,Camden,Music,"£15,000 and below",
Michelle Hudson,Manimals,"£17,750",25-Nov-20,November,Q3,London,Lewisham,Theatre,"£15,000 and below",
Jasbeer Swali,Audience and artistic development with Ethnically Diverse creatives in Nottingham,"£14,700",25-Nov-20,November,Q3,Midlands,Nottingham,Visual arts,"£15,000 and below",
Gloucester City Council,Community Light Festival,"£10,314",25-Nov-20,November,Q3,South West,Gloucester,Combined arts,"£15,000 and below",
john pfumojena,MEET MY ANCESTORS 2,"£7,879",25-Nov-20,November,Q3,South West,Wiltshire,Music,"£15,000 and below",
Arrows & Traps Theatre Company,Talking Gods - Live & Online,"£14,736",25-Nov-20,November,Q3,South East,St Albans,Theatre,"£15,000 and below",
Bonnie Adair,Normalcy R&D,"£11,050",25-Nov-20,November,Q3,London,Bromley,Theatre,"£15,000 and below",
Steven Fowler,Poem Brut,"£11,360",25-Nov-20,November,Q3,London,Kensington and Chelsea,Literature,"£15,000 and below",
The Hermes Experiment,2nd Album,"£14,200",25-Nov-20,November,Q3,London,Lambeth,Music,"£15,000 and below",
Selina Thompson Ltd,ST Digital,"£49,436",25-Nov-20,November,Q3,Midlands,Birmingham,Combined arts,"Above £15,000",
Lucy Dear,All In Your Head,"£11,028",25-Nov-20,November,Q3,London,Waltham Forest,Theatre,"£15,000 and below",
The Robot Needs Home Collective,Curated Live Performance Streams,"£13,500",25-Nov-20,November,Q3,Midlands,Leicester,Music,Grassroots Music,
Rhiannon Hunter,Surface Matters,"£14,999",25-Nov-20,November,Q3,London,Lewisham,Visual arts,"£15,000 and below",
Jake Curran-Pipe,Block'd Off,"£3,984",25-Nov-20,November,Q3,London,Lambeth,Theatre,"£15,000 and below",
Felicity Shillingford,Hat Antics,"£9,280",25-Nov-20,November,Q3,South West,Exeter,Visual arts,"£15,000 and below",
The Florence Trust,Open space,"£13,367",25-Nov-20,November,Q3,London,Islington,Visual arts,"£15,000 and below",
Paloma Oakenfold,Fix Us artists’ film,"£17,876",25-Nov-20,November,Q3,London,Hackney,Theatre,"£15,000 and below",
Hannah Nixon,LOLA – R&D creating a play on female mental health and body-shaming,"£14,989",25-Nov-20,November,Q3,South East,Lewes,Theatre,"£15,000 and below",
represent theatre,The Black Doctor,"£5,800",25-Nov-20,November,Q3,London,City of London,Theatre,"£15,000 and below",
Hardial Singh Rai,When We Made This & Development Projects,"£14,950",25-Nov-20,November,Q3,London,Hammersmith and Fulham,Combined arts,"£15,000 and below",
Daljeet Jutla,Speak your Truth Podcast,"£10,031",25-Nov-20,November,Q3,South East,Windsor and Maidenhead,Literature,"£15,000 and below",
Jia Wei Gillian Tan,BESEA Mentorship Scheme (Pilot),"£13,447",25-Nov-20,November,Q3,London,Southwark,Theatre,"£15,000 and below",
Rebecca Evans,800 Litetimes R&D,"£39,010",26-Nov-20,November,Q3,London,Waltham Forest,Dance,"Above £15,000",
House of Suarez,House of Suarez New Pallette 2020/21,"£11,250",26-Nov-20,November,Q3,North,Liverpool,Dance,"£15,000 and below",
Blaize,LiveLincs & ArtERYlive  2021-22,"£80,826",26-Nov-20,November,Q3,North,Bradford,Combined arts,"Above £15,000",
David Oluwale Memorial Association,Hibiscus Rising,"£49,227",26-Nov-20,November,Q3,North,Leeds,Visual arts,"Above £15,000",
From the Mill Theatre Company,We have had enough of experts,"£8,224",26-Nov-20,November,Q3,North,Manchester,Theatre,"£15,000 and below",
Rachael East,OUR GATE - R&D,"£14,750",26-Nov-20,November,Q3,North,Harrogate,Theatre,"£15,000 and below",
Chris Thorpe,A Family Business development,"£29,891",26-Nov-20,November,Q3,North,Manchester,Theatre,"Above £15,000",
Michael Jones,Submerging Manchester R&D 2020,"£15,000",26-Nov-20,November,Q3,North,Manchester,Combined arts,"£15,000 and below",
Greentop Community Circus Centre,Greentop Stabalisation Project,"£49,524",26-Nov-20,November,Q3,North,Sheffield,Combined arts,"Above £15,000",
Tracey Gibbs,HOYO,"£14,684",26-Nov-20,November,Q3,North,Salford,Theatre,"£15,000 and below",
We Make Culture CIC,Making Tracks: Developing Music in Sunderland,"£15,000",26-Nov-20,November,Q3,North,Sunderland,Music,"£15,000 and below",
Lancaster & District Festival Ltd,Litfest 2021: How We Live Now/How We Live Next/The Big Litfest Read/ Mentoring,"£14,900",26-Nov-20,November,Q3,North,Lancaster,Literature,"£15,000 and below",
Charlie Morrissey,Wainsgate Dances - Growing Independent Dance,"£14,950",26-Nov-20,November,Q3,North,Calderdale,Dance,"£15,000 and below",
Flute Theatre,PERICLES ONLINE FOR AUTISTIC AUDIENCES,"£49,750",26-Nov-20,November,Q3,London,Westminster,Theatre,"Above £15,000",
David Windle,Research And Write Two New Theatre Scripts With A Twist,"£6,055",26-Nov-20,November,Q3,North,East Riding of Yorkshire,Theatre,"£15,000 and below",
Primadonna Festival,Primadonna 2021,"£48,000",26-Nov-20,November,Q3,South East,Mid Suffolk,Literature,"Above £15,000",
Iain Bloomfield,"Research & Development: My Echo, My Shadow and Me - A Hip Hop Musical","£14,995",26-Nov-20,November,Q3,North,Kirklees,Theatre,"£15,000 and below",
Access 27 Ltd.,Digital Performance R&D,"£12,475",26-Nov-20,November,Q3,North,Wirral,Theatre,"£15,000 and below",
New Visuality,Taking Control,"£7,500",26-Nov-20,November,Q3,North,York,Visual arts,"£15,000 and below",
Foden's Brass Band,"Fodens ""The Next Steps"" Music Project","£31,500",26-Nov-20,November,Q3,North,Cheshire East,Music,"Above £15,000",
Daniel Phung,Room R&D Phase 1,"£12,745",26-Nov-20,November,Q3,North,Sheffield,Combined arts,"£15,000 and below",
Sunderland MAC Trust,Firestarters – Get Ready for Sunderland’s Fire Station Auditorium,"£149,368",26-Nov-20,November,Q3,North,Sunderland,Combined arts,"Above £15,000",
Triple C,Driving Change,"£59,539",26-Nov-20,November,Q3,North,Manchester,Theatre,"Above £15,000",
Transform Theatre Projects,Hyper-Local Creativity & Collaborations,"£49,000",26-Nov-20,November,Q3,North,Leeds,Theatre,"Above £15,000",
Mark Croasdale,Staying In - Final Show Development,"£11,551",26-Nov-20,November,Q3,North,Cheshire East,Theatre,"£15,000 and below",
Absolutely Cultured Limited,Humber Street Gallery,"£200,000",26-Nov-20,November,Q3,North,"Kingston upon Hull, City of",Visual arts,"Above £15,000",
zerOclassikal,DiverGence,"£59,400",26-Nov-20,November,Q3,London,Haringey,Music,"Above £15,000",
Galinskyworks LTD,Hard Work and continued R&D,"£37,984",26-Nov-20,November,Q3,South East,Norwich,Theatre,"Above £15,000",
Nisha Oza,Nisha Oza Productions - Independent Theatre with an Inclusive Mindset,"£25,399",26-Nov-20,November,Q3,London,Southwark,Theatre,"Above £15,000",
videoclub,Creative Digital Inclusion Project,"£49,805",26-Nov-20,November,Q3,South East,Brighton and Hove,Visual arts,"Above £15,000",
the hub lab CIC,BALANCE,"£49,259",26-Nov-20,November,Q3,South East,Colchester,Not discipline specific,"Above £15,000",
Jan willem van den Bosch,Queer Opera Research & Development,"£15,575",26-Nov-20,November,Q3,North,North Tyneside,Music,"£15,000 and below",
Greenham Women Everywhere CIC,Greenham Women Everywhere - Digital Innovation & Skills Sharing With the Growing Archive,"£14,940",1-Dec-20,December,Q3,South West,Cornwall,Combined arts,"£15,000 and below",
Full Circle @ Docklands Ltd,"Young People Lead: Curation, Commissioning and Large Scale Art at Docklands","£14,997",1-Dec-20,December,Q3,South West,"Bristol, City of",Visual arts,"£15,000 and below",
FOSPL,LUSH,"£12,000",1-Dec-20,December,Q3,South West,"Bristol, City of",Libraries,"£15,000 and below",
Red Herring Productions,The Whistlers,"£14,985",1-Dec-20,December,Q3,South West,Torridge,Theatre,"£15,000 and below",
Donna Williams,"A Deaf Poet: A celebration, event and bilingual book","£20,694",1-Dec-20,December,Q3,South West,South Gloucestershire,Literature,"£15,000 and below",
Callum Lewis,Release Ready,"£10,248",1-Dec-20,December,Q3,South West,Tewkesbury,Music,"£15,000 and below",
Tom Taffinder,The Taff Duo - Re-imagining Live Music,"£14,615",1-Dec-20,December,Q3,South West,Cornwall,Music,"£15,000 and below",
Lyme Regis Jazz Festival,Jazz Jurassica 2021,"£13,091",1-Dec-20,December,Q3,South West,Dorset,Music,"£15,000 and below",
Alice Tatton-Brown,Private Weather Diaries,"£14,931",1-Dec-20,December,Q3,South West,"Bristol, City of",Theatre,"£15,000 and below",
Living Spit,Rural touring to constrained capacities,"£2,711",1-Dec-20,December,Q3,South West,North Somerset,Theatre,"£15,000 and below",
Lewis Mandall,Ginny Lemon Greatest Pips,"£15,450",2-Dec-20,December,Q3,Midlands,Worcester,Theatre,"£15,000 and below",
Abas Eljanabi,Stories of Language,"£14,584",2-Dec-20,December,Q3,North,Manchester,Theatre,"£15,000 and below",
Young Actors Theatre,East End Canal Festival 2021,"£11,311",2-Dec-20,December,Q3,London,Islington,Combined arts,"£15,000 and below",
Katie Sone,Writing from Home,"£10,961",2-Dec-20,December,Q3,Midlands,Leicester,Literature,"£15,000 and below",
Amelia Hawk,Conversation as practice,"£10,914",2-Dec-20,December,Q3,Midlands,Sandwell,Combined arts,"£15,000 and below",
Rotten Park Road,In the Leek Mid-Winter,"£14,972",2-Dec-20,December,Q3,Midlands,Staffordshire Moorlands,Theatre,"£15,000 and below",
Kuumba Nia Arts,KNA Education Resources and filming,"£12,805",2-Dec-20,December,Q3,South East,Oxford,Theatre,"£15,000 and below",
Owen Ridley-DeMonick,Trick Me Once R&D,"£14,225",2-Dec-20,December,Q3,London,Southwark,Dance,"£15,000 and below",
Small Pond Recordings,Women In Production - Online Course,"£14,905",2-Dec-20,December,Q3,South East,Brighton and Hove,Music,"£15,000 and below",
Danielle Cargill,Black Dress,"£14,940",2-Dec-20,December,Q3,London,Tower Hamlets,Theatre,"£15,000 and below",
Katy Martinwood,Life Of Ryan,"£14,835",2-Dec-20,December,Q3,North,Sheffield,Theatre,"£15,000 and below",
Nabihah Iqbal,Nabihah Iqbal album project,"£5,600",2-Dec-20,December,Q3,London,Westminster,Music,"£15,000 and below",
Musa M'Boob,Bollo Sound and Vision Part 3,"£14,900",2-Dec-20,December,Q3,South East,Brighton and Hove,Music,"£15,000 and below",
Marie Smith,Whispering for help,"£10,555",2-Dec-20,December,Q3,London,Lambeth,Visual arts,"£15,000 and below",
Lubna Chowdhary,Lubna Chowdhary - New Sculpture Commissions.,"£14,000",2-Dec-20,December,Q3,London,Lambeth,Visual arts,"£15,000 and below",
Adam Welsh,No Future,"£15,000",2-Dec-20,December,Q3,London,Enfield,Combined arts,"£15,000 and below",
Alfie James Productions,Black Dog Theatre Creation Camden 2,"£7,500",2-Dec-20,December,Q3,South East,Braintree,Theatre,"£15,000 and below",
Amy Douglas,Narrating the Future,"£14,975",2-Dec-20,December,Q3,Midlands,Shropshire,Literature,"£15,000 and below",
Lauren Tucker,"Neverland: Alexa, Take Me Back To Reality","£14,681",2-Dec-20,December,Q3,North,Wirral,Dance,"£15,000 and below",
REBECA OMORDIA,The African Concert Series London 2021,"£15,000",2-Dec-20,December,Q3,London,Bromley,Music,"£15,000 and below",
Joe Bidder,Blue in Green book project,"£16,170",2-Dec-20,December,Q3,London,Hackney,Literature,"£15,000 and below",
Cap-a-Pie,Climate Change Catastrophe!,"£14,555",2-Dec-20,December,Q3,North,Newcastle upon Tyne,Theatre,"£15,000 and below",
Jonathan Siddall,Dr Cinderella R & D,"£14,500",2-Dec-20,December,Q3,London,Haringey,Theatre,"£15,000 and below",
Hawk Dance Theatre,Reflections Of Me: CYP R&D,"£15,000",2-Dec-20,December,Q3,North,Manchester,Theatre,"£15,000 and below",
Twisted Noise Troupe,Twisted Noise Troupe,"£12,354",2-Dec-20,December,Q3,London,Lewisham,Music,"£15,000 and below",
