Recipient,Activity name,Award amount,Award date,Decision Month,Decision quarter,ACE Area,Local authority,Main discipline,Strand,Time-Limited Priority
Paula Rodriguez,AURIC (Songs from a Golden Age),"£4,500",3-Oct-23,October,Q3,London,Camden,Theatre,"£30,000 and below",
N7 Community Choir,The Sun Does Shine - performance 2024,"£10,000",3-Oct-23,October,Q3,London,Islington,Theatre,"£30,000 and below",Supporting Grassroots Live Music
Village101CIC,"Spirit of the Village: Emerging Black Artists, Celebrating Diaspora, Cross Sector Festival","£30,000",3-Oct-23,October,Q3,London,Barnet,Combined arts,"£30,000 and below",
London Performance Studios,Seeding Space 2024,"£14,810",3-Oct-23,October,Q3,London,Southwark,Combined arts,"£30,000 and below",
Divya Sharma,Textile is Intelligent,"£9,930",3-Oct-23,October,Q3,London,Sutton,Visual arts,"£30,000 and below",
University of Worcester,Interactives for the Infirmary,"£59,916",4-Oct-23,October,Q3,Midlands,Worcester,Museums,"Above £30,000",Unlocking Collections
Roland Lane,Forsaken at Outernet London Jan24,"£28,500",4-Oct-23,October,Q3,Midlands,Malvern Hills,Visual arts,"£30,000 and below",
Head2Head Theatre,Chicken Circus & Robin Hood Tour,"£29,500",4-Oct-23,October,Q3,South East,Mole Valley,Theatre,"£30,000 and below",
Lewisham Education Arts Network,Army of Creatives,"£29,790",4-Oct-23,October,Q3,London,Lewisham,Combined arts,"£30,000 and below",
Sebastian Hau-Walker,October Fiesta 2023,"£28,343",4-Oct-23,October,Q3,Midlands,Rugby,Theatre,"£30,000 and below",
Chrysalis Arts Development Ltd,Mapping Marton Wood,"£97,500",4-Oct-23,October,Q3,North,North Yorkshire,Visual arts,"Above £30,000",
Annette Gregory,Kidderminster Jazz Club,"£18,500",4-Oct-23,October,Q3,Midlands,Wyre Forest,Music,"£30,000 and below",Supporting Grassroots Live Music
Verve Poetry Festival (56361087),VERVE Poetry Festival Development Programme 2023-4,"£48,310",4-Oct-23,October,Q3,Midlands,Warwick,Literature,"Above £30,000",
The Guildhall Trust,Dance Live! 2024,"£29,938",4-Oct-23,October,Q3,South West,Portsmouth,Dance,"£30,000 and below",
Independent Label Market,FUTURES 2023/24,"£29,930",4-Oct-23,October,Q3,London,Hackney,Music,"£30,000 and below",
Mooville Theatre,Don't Forget The Rush,"£32,000",4-Oct-23,October,Q3,Midlands,Birmingham,Theatre,"£30,000 and below",
Lyn Stockman,Story-Tea: Seasonal Brew (Summer and Autumn),"£29,985",4-Oct-23,October,Q3,Midlands,Birmingham,Literature,"£30,000 and below",
The Stage Door Southampton Ltd,SO:Southampton - The Stage Door Development Programme,"£80,411",4-Oct-23,October,Q3,South West,Southampton,Combined arts,"Above £30,000",
Joss Arnott Dance,R&D 'Meet the Hatter' and Organisational Development,"£29,883",4-Oct-23,October,Q3,North,Rochdale,Combined arts,"£30,000 and below",
Curl Girl Productions,A Marriage Proposal in English and Hindi,"£21,462",4-Oct-23,October,Q3,Midlands,Sandwell,Theatre,"£30,000 and below",
Richard Johnson,Gifts from the Glacier,"£17,684",4-Oct-23,October,Q3,North,Sheffield,Visual arts,"£30,000 and below",
Michael Sreenan,You Look Like You,"£34,830",4-Oct-23,October,Q3,North,Redcar and Cleveland,Visual arts,"£30,000 and below",
Lucy Barker,RESUBMIT: Notes on a Glitter Brain,"£27,158",4-Oct-23,October,Q3,North,Bradford,Combined arts,"£30,000 and below",
Huddersfield Literature Festival,Huddersfield Literature Festival 2024 (HLF2024),"£85,000",4-Oct-23,October,Q3,North,Kirklees,Literature,"Above £30,000",
archipelago arts collective,Santa Must Die! Tour,"£18,625",4-Oct-23,October,Q3,North,Sheffield,Theatre,"£30,000 and below",
Alice corrigan,FADE,"£88,176",4-Oct-23,October,Q3,North,Wigan,Theatre,"Above £30,000",
Seven Winds CIC,Pathfinders,"£30,000",4-Oct-23,October,Q3,London,Lambeth,Combined arts,"£30,000 and below",
Isabella Verrico,Wasted by Kae Tempest,"£21,824",4-Oct-23,October,Q3,London,Croydon,Theatre,"£30,000 and below",
Lizzie Milton,Intransigent Lines - 2nd Resubmission,"£20,564",4-Oct-23,October,Q3,North,Bury,Theatre,"£30,000 and below",
Move Manchester Ltd,Queeries,"£20,804",4-Oct-23,October,Q3,North,Manchester,Theatre,"£30,000 and below",
Canopy Network,Canopy Projects 2023-2026,"£55,350",4-Oct-23,October,Q3,South West,Forest of Dean,Combined arts,"Above £30,000",
Gravesham Borough Council,Gravesham Light Festival 2024 - Reflections,"£30,000",4-Oct-23,October,Q3,South East,Gravesham,Combined arts,"£30,000 and below",
Louise Orwin,Resub: Development & previews of FAMEHUNGRY,"£16,999",4-Oct-23,October,Q3,South East,Wealden,Theatre,"£30,000 and below",
James Hart,The Cloudmakers Trio Tour featuring Leo Genovese: platforming global jazz fusion in the UK,"£29,805",4-Oct-23,October,Q3,South West,Cornwall,Music,"£30,000 and below",
Freestylers,Freestylers,"£33,175",4-Oct-23,October,Q3,South East,Oxford,Combined arts,"£30,000 and below",
Lucy Farrant,"Phoenix, Dodo, Butterfly","£28,400",4-Oct-23,October,Q3,South East,Norwich,Theatre,"£30,000 and below",
Julian Evans,The Nasheed Choir Nelson,"£27,474",4-Oct-23,October,Q3,North,Pendle,Music,"£30,000 and below",
"Modern Painters, New Decorators","Symbols, Graphics, Manifestos: Designing a Dynamic Arts Community","£29,992",4-Oct-23,October,Q3,Midlands,Charnwood,Visual arts,"£30,000 and below",
alison armstrong,Diminishing Edge: Engaging in the Landscapes of East Yorkshire,"£24,250",4-Oct-23,October,Q3,North,Lancaster,Literature,"£30,000 and below",Unlocking Collections
George Budden,Dimbola Lodge Residency,"£8,989",4-Oct-23,October,Q3,South East,Buckinghamshire,Visual arts,"£30,000 and below",
Tatiana Woolley,Ori-Ja! Delivered,"£32,500",4-Oct-23,October,Q3,Midlands,Nottingham,Dance,"£30,000 and below",
The Forum Music Studios,Young Blood,"£36,754",4-Oct-23,October,Q3,North,Darlington,Music,"Above £30,000",Supporting Grassroots Live Music
Babbling Vagabonds,Rural Rhythms,"£30,000",4-Oct-23,October,Q3,Midlands,High Peak,Theatre,"£30,000 and below",
Charlotte Eaton,The Day They Danced - tackling dance provision in the South West,"£10,478",4-Oct-23,October,Q3,South West,Plymouth,Dance,"£30,000 and below",
2 Faced Dance Company Limited,2Faced Dance Company,"£99,786",4-Oct-23,October,Q3,Midlands,"Herefordshire, County of",Dance,"Above £30,000",
Lighthouse Arts and Training Ltd,"When I Sound, I Am Speaking","£24,300",5-Oct-23,October,Q3,South East,Brighton and Hove,Music,"£30,000 and below",
Jude Haste,Speak to Power,"£24,832",5-Oct-23,October,Q3,South East,West Berkshire,Theatre,"£30,000 and below",
Laura Mohapi,Pilot two: A Quiet Blue Wall.,"£112,950",5-Oct-23,October,Q3,South East,Brighton and Hove,Visual arts,"Above £30,000",
Tim Garland Music Ltd,Moment of Departure,"£13,220",5-Oct-23,October,Q3,South East,Dacorum,Combined arts,"£30,000 and below",
Tom Bailey,World music showcases with interdisciplinary collaboration and digital releases,"£12,000",5-Oct-23,October,Q3,South East,Brighton and Hove,Music,"£30,000 and below",Supporting Grassroots Live Music
Sean Carroll,Digital Art Month Leiecster,"£17,000",5-Oct-23,October,Q3,Midlands,Leicester,Visual arts,"£30,000 and below",
Amber Wadey,Puncture the Screen 3.0,"£24,200",5-Oct-23,October,Q3,Midlands,Nottingham,Combined arts,"£30,000 and below",
Mickel Smithen,EbonyRoseDances,"£38,880",5-Oct-23,October,Q3,South East,Brighton and Hove,Dance,"£30,000 and below",
Kaalee Training C.I.C,Teach Reality and Progression,"£30,000",5-Oct-23,October,Q3,Midlands,Charnwood,Music,"£30,000 and below",
Kate Genever,We believe in love not luck,"£20,000",5-Oct-23,October,Q3,Midlands,South Kesteven,Visual arts,"£30,000 and below",
Jo Fairfax,Jungian Archetypes,"£10,186",5-Oct-23,October,Q3,Midlands,Melton,Visual arts,"£30,000 and below",
Isabella Sarah Lily Elliott-Jones-Morris,"Utopia, Nowhere Amplify Festival WIP","£8,522",5-Oct-23,October,Q3,Midlands,Broxtowe,Theatre,"£30,000 and below",
Half a String,The Snowsmith 2023 Resubmission,"£29,999",5-Oct-23,October,Q3,South East,Canterbury,Theatre,"£30,000 and below",
Naked Frank Theatre Company,Merry Fest 2023,"£29,287",5-Oct-23,October,Q3,South East,Dartford,Theatre,"£30,000 and below",
Orbit Housing Association,Gorleston Reprezent,"£6,725",5-Oct-23,October,Q3,Midlands,Coventry,Visual arts,"£30,000 and below",
Estuary Festival,Estuary Festival R&D & Castle Point Cultural Development,"£50,000",5-Oct-23,October,Q3,South East,Castle Point,Combined arts,"Above £30,000",
Young Creatives Nottingham,Young Creative Connections,"£20,000",5-Oct-23,October,Q3,Midlands,Nottingham,Combined arts,"£30,000 and below",
Independent Venue Community CIC,Independent Venue Week - Year 11,"£149,687",5-Oct-23,October,Q3,London,Westminster,Music,"Above £30,000 - Nationally Significant project",
Kemberton Art/History,Kemberton Art/History,"£7,887",5-Oct-23,October,Q3,Midlands,Shropshire,Visual arts,"£30,000 and below",
National Association for Areas of Outstanding Natural Beauty,Sticks and Stones,"£531,797",5-Oct-23,October,Q3,Midlands,Shropshire,Not discipline specific,"Above £30,000 - Nationally Significant project",
Theatre Royal & Royal Concert Hall Nottingham,Nottingham Puppet Festival 2024,"£98,800",5-Oct-23,October,Q3,Midlands,Nottingham,Theatre,"Above £30,000",
Vision Redbridge Culture & Leisure - Libraries Service,Redbridge Day of the Dead Festival,"£18,775",11-Oct-23,October,Q3,London,Redbridge,Combined arts,"£30,000 and below",
DOCA (Devizes Outdoor Celebratory Arts),Winter Festival 2023,"£15,746",11-Oct-23,October,Q3,South West,Wiltshire,Combined arts,"£30,000 and below",
Jennifer Irons,R&D for new work Bad Immigrant & Touring Yukon Ho!,"£31,500",11-Oct-23,October,Q3,South East,Worthing,Dance,"£30,000 and below",
Basildon Borough Council (Towngate theatre),Towngate Live,"£21,115",11-Oct-23,October,Q3,South East,Basildon,Music,"£30,000 and below",Supporting Grassroots Live Music
Odd Eyes Theatre,On The Line young people response and digital recording,"£29,991",11-Oct-23,October,Q3,London,Hackney,Theatre,"£30,000 and below",
Artbox London,Identity Exhibition & Cally Community Engagement,"£7,000",11-Oct-23,October,Q3,London,Greenwich,Visual arts,"£30,000 and below",
Amanda Jayne Flexen,Strange Blooms and Strong Threads: from Concept to Clay and Beyond R&D,"£30,000",11-Oct-23,October,Q3,North,Kirklees,Visual arts,"£30,000 and below",
Carlos Pons Guerra,R&D for a professional dance adaptation of Edward II - made with LGBTQI+ young people in Barnsley & Doncaster,"£31,457",11-Oct-23,October,Q3,North,Leeds,Theatre,"£30,000 and below",
Cara McAleese,Moments of Joy,"£29,260",11-Oct-23,October,Q3,North,Sheffield,Dance,"£30,000 and below",
Show Racism The Red Card,Walter Tull - The Musical,"£29,990",11-Oct-23,October,Q3,North,North Tyneside,Theatre,"£30,000 and below",
PARVEZ QADIR,Connecting Rochdale to Nelson: Co-Creation with Parallel Communities,"£29,851",11-Oct-23,October,Q3,North,Rochdale,Combined arts,"£30,000 and below",
Baseless Fabric Theatre Ltd,The Elixir of Love R&D,"£26,530",11-Oct-23,October,Q3,London,Merton,Music,"£30,000 and below",
Wake The Beast,'Sharing Our Words' creative interventions in the NHS,"£31,155",11-Oct-23,October,Q3,London,Lambeth,Theatre,"£30,000 and below",
Raheel Khan,SUB Sculptures exhibition & performance,"£27,930",11-Oct-23,October,Q3,North,Manchester,Music,"£30,000 and below",
David Scott,Prison Poetry and Engagement with Reading,"£16,903",11-Oct-23,October,Q3,North,Manchester,Literature,"£30,000 and below",
Susan Kempster Wilson,Mother Creation & Tour Resubmission,"£23,750",11-Oct-23,October,Q3,London,Haringey,Dance,"£30,000 and below",
Eljai Morais,Black Joy,"£6,291",11-Oct-23,October,Q3,London,Richmond upon Thames,Combined arts,"£30,000 and below",
Eiman Munro,Iraqi Scribes,"£18,915",11-Oct-23,October,Q3,London,Brent,Literature,"£30,000 and below",
Art of the Puppet,Stage 3 of The Selfish Giant (S3TSG): access for community,"£28,857",11-Oct-23,October,Q3,London,Hackney,Theatre,"£30,000 and below",
NATIVE NETWORKS,TILL DAY BREAK V2,"£30,000",11-Oct-23,October,Q3,London,Westminster,Music,"£30,000 and below",Supporting Grassroots Live Music
TILTED AXIS,Translating Waters,"£26,985",11-Oct-23,October,Q3,London,Lambeth,Literature,"£30,000 and below",
Tatiana De Stempel,Garden Of Souls,"£14,685",11-Oct-23,October,Q3,London,Hackney,Visual arts,"£30,000 and below",
Eastleigh Borough Council,The Hiltingbury Polish Dependants’ Hostel project,"£14,700",11-Oct-23,October,Q3,South West,Eastleigh,Visual arts,"£30,000 and below",
Antony Orlando Frank Le Fleming,"Orlando Le Fleming: Album, tour and outreach project","£29,870",11-Oct-23,October,Q3,South East,Wealden,Music,"£30,000 and below",
Colin Potsig,Club Culture,"£16,500",11-Oct-23,October,Q3,North,Northumberland,Visual arts,"£30,000 and below",
tessa griffith,Puffling Percy,"£7,388",11-Oct-23,October,Q3,South East,Norwich,Theatre,"£30,000 and below",
Co-relate Communication CIC,The Writers' Room at Marine Studios,"£29,995",11-Oct-23,October,Q3,South East,Thanet,Literature,"£30,000 and below",
JimJam Arts,FLAC 2023,"£25,326",11-Oct-23,October,Q3,South East,Folkestone and Hythe,Combined arts,"£30,000 and below",
Byron Vincent,Disco Neurotico,"£32,100",11-Oct-23,October,Q3,London,Lancaster,Combined arts,"£30,000 and below",
Daniel Allum,Thaddeus Cain,"£28,500",11-Oct-23,October,Q3,South East,Cambridge,Literature,"£30,000 and below",
Noods Radio,Noods Radio: Application Development and Bloom,"£30,000",11-Oct-23,October,Q3,South West,"Bristol, City of",Music,"£30,000 and below",
Latyr Cor Ngom,West African Artistc Symposium,"£24,179",11-Oct-23,October,Q3,South West,"Bristol, City of",Dance,"£30,000 and below",
Icarus Theatre Collective,Julius Caesar tour 2024 with CrC and IC BSL,"£43,457",11-Oct-23,October,Q3,South East,Buckinghamshire,Theatre,"£30,000 and below",
Weston College of Further and Higher Education,Open Door Project,"£29,995",11-Oct-23,October,Q3,South West,North Somerset,Combined arts,"£30,000 and below",
multi story theatre company,International Climate Change Theatre - North Devon's creative response,"£4,500",11-Oct-23,October,Q3,South West,North Devon,Theatre,"£30,000 and below",
Immersive Experience Network,Immersive Knowledge Sharing Resource Library,"£28,189",11-Oct-23,October,Q3,South East,Reading,Combined arts,"£30,000 and below",
Dominic Kelly,Storyraiders,"£13,695",11-Oct-23,October,Q3,North,Westmorland and Furness,Literature,"£30,000 and below",
Deborah Hanna,Early Years Folk,"£17,595",11-Oct-23,October,Q3,South East,South Cambridgeshire,Music,"£30,000 and below",
Peterborough Sings!,"Supporting inclusivity, relevance and community engagement in lower voice choirs","£30,000",11-Oct-23,October,Q3,South East,Peterborough,Music,"£30,000 and below",
Jonathan Syer,Northern Gravy. Year 3,"£23,341",13-Oct-23,October,Q3,Midlands,Chesterfield,Literature,"£30,000 and below",
Brighton Marina Studios,RESUBMISSION Space to Call Home,"£29,190",13-Oct-23,October,Q3,South East,Brighton and Hove,Dance,"£30,000 and below",
The Lost Boys,Co-Creation Carol,"£9,242",13-Oct-23,October,Q3,Midlands,Derby,Theatre,"£30,000 and below",
Louise Wildish,Development of CIAN: Chronically Ill Artist Network,"£36,120",13-Oct-23,October,Q3,Midlands,North Northamptonshire,Combined arts,"£30,000 and below",
Emily Bower,PAKIt In,"£24,189",13-Oct-23,October,Q3,Midlands,Erewash,Theatre,"£30,000 and below",
melissandre varin,melissandre varin,"£32,021",13-Oct-23,October,Q3,Midlands,Birmingham,Combined arts,"£30,000 and below",
Ludic Rooms Ltd,Paddling Light,"£29,744",13-Oct-23,October,Q3,Midlands,Coventry,Visual arts,"£30,000 and below",
Bear Bookshop,Bear Bookshop Stories Project,"£29,080",13-Oct-23,October,Q3,Midlands,Sandwell,Literature,"£30,000 and below",
Saranjit Birdi,"Seed Lights -Light Projection Event new work, Public Engagement, Exhibition, Dissemination","£16,993",13-Oct-23,October,Q3,Midlands,Birmingham,Visual arts,"£30,000 and below",
Jade Parkin,House of Sands,"£22,142",13-Oct-23,October,Q3,Midlands,Birmingham,Theatre,"£30,000 and below",
Worcester Snoezelen,Worcester Snoezelen 30 Year Showcase,"£11,000",13-Oct-23,October,Q3,Midlands,Worcester,Combined arts,"£30,000 and below",
Grace Currie,I got on the bus in one life and off in another,"£32,000",13-Oct-23,October,Q3,Midlands,Shropshire,Visual arts,"£30,000 and below",
Spare Tyre Theatre Company Ltd,On The Beach sensory dementia show 2,"£48,931",17-Oct-23,October,Q3,London,Lewisham,Theatre,"Above £30,000 - Over £30k Touring project",
Fifth Word,LIBERATION SQUARES world premiere & tour,"£89,761",17-Oct-23,October,Q3,Midlands,Derby,Theatre,"Above £30,000 - Over £30k Touring project",
CRIPtic CIC,CRIPtic 2024,"£212,908",17-Oct-23,October,Q3,London,Lewisham,Combined arts,"Above £30,000",
"University of Central Lancashire (School of Art, Design and Fashion)",Feed,"£84,245",17-Oct-23,October,Q3,North,Preston,Visual arts,"Above £30,000 - Over £30k Touring project",
Sunderland Culture,Culture Start,"£1,196,000",17-Oct-23,October,Q3,North,Sunderland,Not discipline specific,"Above £30,000 - Place Partnership project",NULL
